Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14002_001,SE_A14002_002,SE_A14002_003,SE_A14002_004,SE_A14002_005,SE_A14002_006,SE_A14002_007,SE_A14002_008,SE_A14002_009,SE_A14002_010,SE_A14002_011,SE_A14002_012,PCT_SE_A14002_002,PCT_SE_A14002_003,PCT_SE_A14002_004,PCT_SE_A14002_005,PCT_SE_A14002_006,PCT_SE_A14002_007,PCT_SE_A14002_008,PCT_SE_A14002_009,PCT_SE_A14002_010,PCT_SE_A14002_011,PCT_SE_A14002_012,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,PCT_SE_A18002_002,PCT_SE_A18002_003,PCT_SE_A18002_004,PCT_SE_A18002_005,PCT_SE_A18002_006,SE_B18002_001,SE_B18002_002,SE_B18002_003,PCT_SE_B18002_002,PCT_SE_B18002_003,SE_A00001_001
"06037543502","Census Tract 5435.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543502","Census Tract 5435.02",,,,1687,89,14,0,52,17,83,139,159,196,396,542,5.28,0.83,0,3.08,1.01,4.92,8.24,9.43,11.62,23.47,32.13,4550,997,356,30,1354,0,1084,729,21.91,7.82,0.66,29.76,0,23.82,16.02,483,0,135,140,122,86,0,27.95,28.99,25.26,17.81,483,140,122,28.99,25.26,4550
"06037543503","Census Tract 5435.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543503","Census Tract 5435.03",,,,1929,37,12,0,0,63,8,309,288,277,287,648,1.92,0.62,0,0,3.27,0.41,16.02,14.93,14.36,14.88,33.59,5329,966,366,6,2237,26,1391,337,18.13,6.87,0.11,41.98,0.49,26.1,6.32,619,0,343,152,93,31,0,55.41,24.56,15.02,5.01,619,152,93,24.56,15.02,5329
"06037543601","Census Tract 5436.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543601","Census Tract 5436.01",,,,1102,0,0,51,43,15,48,31,133,167,242,372,0,0,4.63,3.9,1.36,4.36,2.81,12.07,15.15,21.96,33.76,4531,747,218,0,1613,131,682,1140,16.49,4.81,0,35.6,2.89,15.05,25.16,363,7,207,107,36,6,1.93,57.02,29.48,9.92,1.65,363,107,36,29.48,9.92,4531
"06037543603","Census Tract 5436.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543603","Census Tract 5436.03",,,,1509,31,42,36,54,21,259,130,110,193,301,332,2.05,2.78,2.39,3.58,1.39,17.16,8.61,7.29,12.79,19.95,22,3795,665,962,61,921,0,542,644,17.52,25.35,1.61,24.27,0,14.28,16.97,189,0,0,0,102,87,0,0,0,53.97,46.03,189,0,102,0,53.97,3795
"06037543605","Census Tract 5436.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543605",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543605","Census Tract 5436.05",,,,1560,0,33,18,38,11,61,128,227,241,393,410,0,2.12,1.15,2.44,0.71,3.91,8.21,14.55,15.45,25.19,26.28,4184,1106,219,0,1590,8,601,660,26.43,5.23,0,38,0.19,14.36,15.77,314,0,129,66,94,25,0,41.08,21.02,29.94,7.96,314,66,94,21.02,29.94,4184
"06037543606","Census Tract 5436.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543606",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543606","Census Tract 5436.06",,,,1357,10,7,72,0,17,198,105,255,117,304,272,0.74,0.52,5.31,0,1.25,14.59,7.74,18.79,8.62,22.4,20.04,4051,743,490,92,1592,9,376,749,18.34,12.1,2.27,39.3,0.22,9.28,18.49,547,0,198,130,190,29,0,36.2,23.77,34.73,5.3,547,130,190,23.77,34.73,4051
"06037543607","Census Tract 5436.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543607",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543607","Census Tract 5436.07",,,,1324,8,21,37,0,52,63,133,68,193,280,469,0.6,1.59,2.79,0,3.93,4.76,10.05,5.14,14.58,21.15,35.42,4986,875,262,0,2501,72,651,625,17.55,5.25,0,50.16,1.44,13.06,12.54,145,12,18,14,101,0,8.28,12.41,9.66,69.66,0,145,14,101,9.66,69.66,4986
"06037543701","Census Tract 5437.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543701","Census Tract 5437.01",,,,708,0,5,0,12,16,38,35,49,86,181,286,0,0.71,0,1.69,2.26,5.37,4.94,6.92,12.15,25.56,40.4,3040,504,117,49,1160,5,576,629,16.58,3.85,1.61,38.16,0.16,18.95,20.69,144,12,51,55,19,7,8.33,35.42,38.19,13.19,4.86,144,55,19,38.19,13.19,3040
"06037543703","Census Tract 5437.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543703",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543703","Census Tract 5437.03",,,,1107,6,88,15,26,22,31,73,89,51,304,402,0.54,7.95,1.36,2.35,1.99,2.8,6.59,8.04,4.61,27.46,36.31,4207,963,266,4,981,62,1121,810,22.89,6.32,0.1,23.32,1.47,26.65,19.25,379,6,184,50,119,20,1.58,48.55,13.19,31.4,5.28,379,50,119,13.19,31.4,4207
"06037543704","Census Tract 5437.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543704",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543704","Census Tract 5437.04",,,,852,0,19,0,7,31,0,68,165,123,110,329,0,2.23,0,0.82,3.64,0,7.98,19.37,14.44,12.91,38.62,2936,777,69,111,835,28,773,343,26.46,2.35,3.78,28.44,0.95,26.33,11.68,225,0,61,80,84,0,0,27.11,35.56,37.33,0,225,80,84,35.56,37.33,2936
"06037543705","Census Tract 5437.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543705",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543705","Census Tract 5437.05",,,,957,9,0,20,8,14,36,51,200,120,292,207,0.94,0,2.09,0.84,1.46,3.76,5.33,20.9,12.54,30.51,21.63,3194,573,88,0,950,0,710,873,17.94,2.76,0,29.74,0,22.23,27.33,348,9,126,119,63,31,2.59,36.21,34.2,18.1,8.91,348,119,63,34.2,18.1,3194
"06037543801","Census Tract 5438.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543801","Census Tract 5438.01",,,,1319,0,8,0,42,26,104,113,207,116,313,390,0,0.61,0,3.18,1.97,7.88,8.57,15.69,8.79,23.73,29.57,4470,928,324,0,1829,72,532,785,20.76,7.25,0,40.92,1.61,11.9,17.56,274,0,182,49,34,9,0,66.42,17.88,12.41,3.28,274,49,34,17.88,12.41,4470
"06037543803","Census Tract 5438.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543803",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543803","Census Tract 5438.03",,,,1485,69,13,28,69,106,79,113,86,234,272,416,4.65,0.88,1.89,4.65,7.14,5.32,7.61,5.79,15.76,18.32,28.01,4272,594,292,0,1711,80,887,708,13.9,6.84,0,40.05,1.87,20.76,16.57,615,41,112,287,175,0,6.67,18.21,46.67,28.46,0,615,287,175,46.67,28.46,4272
"06037543804","Census Tract 5438.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543804",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543804","Census Tract 5438.04",,,,859,0,0,82,16,79,32,0,90,53,159,348,0,0,9.55,1.86,9.2,3.73,0,10.48,6.17,18.51,40.51,4563,650,274,0,2419,0,784,436,14.25,6,0,53.01,0,17.18,9.56,307,55,103,44,100,5,17.92,33.55,14.33,32.57,1.63,307,44,100,14.33,32.57,4563
"06037543903","Census Tract 5439.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543903",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543903","Census Tract 5439.03",,,,1091,39,0,13,27,46,10,70,120,37,290,439,3.57,0,1.19,2.47,4.22,0.92,6.42,11,3.39,26.58,40.24,4127,570,65,243,1428,43,790,988,13.81,1.57,5.89,34.6,1.04,19.14,23.94,297,27,147,28,80,15,9.09,49.49,9.43,26.94,5.05,297,28,80,9.43,26.94,4127
"06037543905","Census Tract 5439.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"543905",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037543905","Census Tract 5439.05",,,,1053,23,0,0,0,2,100,125,201,251,155,196,2.18,0,0,0,0.19,9.5,11.87,19.09,23.84,14.72,18.61,4479,1269,493,0,248,0,1763,706,28.33,11.01,0,5.54,0,39.36,15.76,587,29,130,131,199,98,4.94,22.15,22.32,33.9,16.7,587,131,199,22.32,33.9,4479
"06037544001","Census Tract 5440.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"544001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037544001","Census Tract 5440.01",,,,1217,7,17,0,0,29,231,105,86,154,360,228,0.58,1.4,0,0,2.38,18.98,8.63,7.07,12.65,29.58,18.73,3968,1096,133,45,791,90,1058,755,27.62,3.35,1.13,19.93,2.27,26.66,19.03,259,0,102,123,34,0,0,39.38,47.49,13.13,0,259,123,34,47.49,13.13,3968
"06037544002","Census Tract 5440.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"544002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037544002","Census Tract 5440.02",,,,842,6,0,15,31,7,18,50,92,145,268,210,0.71,0,1.78,3.68,0.83,2.14,5.94,10.93,17.22,31.83,24.94,3835,1617,195,65,547,76,857,478,42.16,5.08,1.69,14.26,1.98,22.35,12.46,246,9,123,59,55,0,3.66,50,23.98,22.36,0,246,59,55,23.98,22.36,3835
"06037550101","Census Tract 5501.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550101","Census Tract 5501.01",,,,975,0,0,41,16,17,18,85,127,93,324,254,0,0,4.21,1.64,1.74,1.85,8.72,13.03,9.54,33.23,26.05,3958,735,23,0,349,32,2287,532,18.57,0.58,0,8.82,0.81,57.78,13.44,108,0,48,16,32,12,0,44.44,14.81,29.63,11.11,108,16,32,14.81,29.63,3958
"06037550201","Census Tract 5502.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550201","Census Tract 5502.01",,,,777,4,0,0,22,25,75,35,131,161,184,140,0.51,0,0,2.83,3.22,9.65,4.5,16.86,20.72,23.68,18.02,2923,796,76,42,299,0,1459,251,27.23,2.6,1.44,10.23,0,49.91,8.59,311,8,167,77,59,0,2.57,53.7,24.76,18.97,0,311,77,59,24.76,18.97,2923
"06037550202","Census Tract 5502.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550202","Census Tract 5502.02",,,,1417,32,0,15,33,29,62,57,191,204,468,326,2.26,0,1.06,2.33,2.05,4.38,4.02,13.48,14.4,33.03,23.01,5095,1463,39,116,493,0,1872,1112,28.71,0.77,2.28,9.68,0,36.74,21.83,339,60,114,44,88,33,17.7,33.63,12.98,25.96,9.73,339,44,88,12.98,25.96,5095
"06037550301","Census Tract 5503.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550301","Census Tract 5503.01",,,,1078,12,28,0,14,18,67,97,180,92,297,273,1.11,2.6,0,1.3,1.67,6.22,9,16.7,8.53,27.55,25.32,4309,1052,230,93,552,0,904,1478,24.41,5.34,2.16,12.81,0,20.98,34.3,415,0,109,114,192,0,0,26.27,27.47,46.27,0,415,114,192,27.47,46.27,4309
"06037550501","Census Tract 5505.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550501","Census Tract 5505.01",,,,1104,47,0,17,10,11,55,234,160,108,114,348,4.26,0,1.54,0.91,1,4.98,21.2,14.49,9.78,10.33,31.52,3864,892,492,296,143,0,1322,719,23.08,12.73,7.66,3.7,0,34.21,18.61,549,0,171,205,151,22,0,31.15,37.34,27.5,4.01,549,205,151,37.34,27.5,3864
"06037550502","Census Tract 5505.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550502","Census Tract 5505.02",,,,1246,12,0,0,0,92,26,98,221,88,185,524,0.96,0,0,0,7.38,2.09,7.87,17.74,7.06,14.85,42.05,4141,1197,67,0,635,0,1741,501,28.91,1.62,0,15.33,0,42.04,12.1,221,0,37,177,7,0,0,16.74,80.09,3.17,0,221,177,7,80.09,3.17,4141
"06037550601","Census Tract 5506.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550601","Census Tract 5506.01",,,,1931,42,11,105,24,101,58,53,188,373,348,628,2.18,0.57,5.44,1.24,5.23,3,2.74,9.74,19.32,18.02,32.52,5993,1797,333,40,424,0,1979,1420,29.98,5.56,0.67,7.07,0,33.02,23.69,894,22,521,59,258,34,2.46,58.28,6.6,28.86,3.8,894,59,258,6.6,28.86,5993
"06037550602","Census Tract 5506.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550602","Census Tract 5506.02",,,,1176,17,9,21,0,20,29,112,121,183,236,428,1.45,0.77,1.79,0,1.7,2.47,9.52,10.29,15.56,20.07,36.39,3830,1528,116,0,235,43,1153,755,39.9,3.03,0,6.14,1.12,30.1,19.71,271,9,89,56,75,42,3.32,32.84,20.66,27.68,15.5,271,56,75,20.66,27.68,3830
"06037550700","Census Tract 5507, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550700","Census Tract 5507",,,,2032,0,20,117,33,31,79,96,207,198,619,632,0,0.98,5.76,1.62,1.53,3.89,4.72,10.19,9.74,30.46,31.1,6803,1894,40,160,999,0,1488,2222,27.84,0.59,2.35,14.68,0,21.87,32.66,538,0,391,67,80,0,0,72.68,12.45,14.87,0,538,67,80,12.45,14.87,6803
"06037550801","Census Tract 5508.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550801","Census Tract 5508.01",,,,1567,0,13,5,54,0,37,193,315,189,150,611,0,0.83,0.32,3.45,0,2.36,12.32,20.1,12.06,9.57,38.99,4773,1741,21,33,99,0,1404,1475,36.48,0.44,0.69,2.07,0,29.42,30.9,627,0,153,466,8,0,0,24.4,74.32,1.28,0,627,466,8,74.32,1.28,4773
"06037550802","Census Tract 5508.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550802","Census Tract 5508.02",,,,574,3,10,0,21,82,40,51,54,79,159,75,0.52,1.74,0,3.66,14.29,6.97,8.89,9.41,13.76,27.7,13.07,1938,662,39,142,99,10,736,250,34.16,2.01,7.33,5.11,0.52,37.98,12.9,287,11,134,22,117,3,3.83,46.69,7.67,40.77,1.05,287,22,117,7.67,40.77,1938
"06037550901","Census Tract 5509.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550901","Census Tract 5509.01",,,,1432,36,0,17,24,42,21,212,174,269,223,414,2.51,0,1.19,1.68,2.93,1.47,14.8,12.15,18.78,15.57,28.91,4742,1987,265,0,566,0,1237,687,41.9,5.59,0,11.94,0,26.09,14.49,1105,47,510,320,214,14,4.25,46.15,28.96,19.37,1.27,1105,320,214,28.96,19.37,4742
"06037550902","Census Tract 5509.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"550902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037550902","Census Tract 5509.02",,,,1902,18,10,26,50,35,175,147,328,371,375,367,0.95,0.53,1.37,2.63,1.84,9.2,7.73,17.25,19.51,19.72,19.3,5570,1320,91,165,859,0,1812,1323,23.7,1.63,2.96,15.42,0,32.53,23.75,1294,0,612,372,310,0,0,47.3,28.75,23.96,0,1294,372,310,28.75,23.96,5570
"06037551001","Census Tract 5510.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551001","Census Tract 5510.01",,,,893,0,0,0,0,17,43,64,260,227,109,173,0,0,0,0,1.9,4.82,7.17,29.12,25.42,12.21,19.37,3237,878,44,143,175,0,1079,918,27.12,1.36,4.42,5.41,0,33.33,28.36,264,52,67,116,29,0,19.7,25.38,43.94,10.98,0,264,116,29,43.94,10.98,3237
"06037551002","Census Tract 5510.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551002","Census Tract 5510.02",,,,1414,28,16,0,27,5,116,44,265,164,310,439,1.98,1.13,0,1.91,0.35,8.2,3.11,18.74,11.6,21.92,31.05,4346,1558,69,154,199,0,1829,537,35.85,1.59,3.54,4.58,0,42.08,12.36,439,0,255,115,53,16,0,58.09,26.2,12.07,3.64,439,115,53,26.2,12.07,4346
"06037551101","Census Tract 5511.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551101","Census Tract 5511.01",,,,1269,23,36,0,0,0,215,219,181,194,246,155,1.81,2.84,0,0,0,16.94,17.26,14.26,15.29,19.39,12.21,3950,1243,143,0,299,0,1728,537,31.47,3.62,0,7.57,0,43.75,13.59,775,0,367,207,150,51,0,47.35,26.71,19.35,6.58,775,207,150,26.71,19.35,3950
"06037551102","Census Tract 5511.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551102","Census Tract 5511.02",,,,1884,43,12,68,10,75,139,344,509,227,337,120,2.28,0.64,3.61,0.53,3.98,7.38,18.26,27.02,12.05,17.89,6.37,5551,1119,380,0,103,24,2742,1183,20.16,6.85,0,1.86,0.43,49.4,21.31,1750,45,550,616,486,53,2.57,31.43,35.2,27.77,3.03,1750,616,486,35.2,27.77,5551
"06037551201","Census Tract 5512.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551201","Census Tract 5512.01",,,,1195,55,27,15,7,13,52,188,338,127,139,234,4.6,2.26,1.26,0.59,1.09,4.35,15.73,28.28,10.63,11.63,19.58,3541,933,454,38,89,0,1487,540,26.35,12.82,1.07,2.51,0,41.99,15.25,620,0,92,290,204,34,0,14.84,46.77,32.9,5.48,620,290,204,46.77,32.9,3541
"06037551203","Census Tract 5512.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551203","Census Tract 5512.03",,,,1102,25,0,0,101,15,10,103,105,210,121,412,2.27,0,0,9.17,1.36,0.91,9.35,9.53,19.06,10.98,37.39,4111,1374,34,99,444,0,959,1201,33.42,0.83,2.41,10.8,0,23.33,29.21,347,0,70,90,105,82,0,20.17,25.94,30.26,23.63,347,90,105,25.94,30.26,4111
"06037551204","Census Tract 5512.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551204","Census Tract 5512.04",,,,1095,95,37,17,18,0,57,161,265,129,151,165,8.68,3.38,1.55,1.64,0,5.21,14.7,24.2,11.78,13.79,15.07,3465,1178,156,9,64,7,1038,1013,34,4.5,0.26,1.85,0.2,29.96,29.24,662,0,179,282,126,75,0,27.04,42.6,19.03,11.33,662,282,126,42.6,19.03,3465
"06037551300","Census Tract 5513, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551300","Census Tract 5513",,,,1832,28,81,39,79,9,96,309,344,205,384,258,1.53,4.42,2.13,4.31,0.49,5.24,16.87,18.78,11.19,20.96,14.08,5670,1529,208,182,504,45,2168,1034,26.97,3.67,3.21,8.89,0.79,38.24,18.24,1554,10,633,365,532,14,0.64,40.73,23.49,34.23,0.9,1554,365,532,23.49,34.23,5670
"06037551401","Census Tract 5514.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551401","Census Tract 5514.01",,,,1332,0,18,61,0,37,147,111,191,143,392,232,0,1.35,4.58,0,2.78,11.04,8.33,14.34,10.74,29.43,17.42,4011,1306,149,112,222,0,1443,779,32.56,3.71,2.79,5.53,0,35.98,19.42,725,43,267,159,256,0,5.93,36.83,21.93,35.31,0,725,159,256,21.93,35.31,4011
"06037551402","Census Tract 5514.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551402","Census Tract 5514.02",,,,1440,64,50,20,27,25,10,164,304,155,225,396,4.44,3.47,1.39,1.88,1.74,0.69,11.39,21.11,10.76,15.62,27.5,5067,1198,196,120,143,0,1675,1735,23.64,3.87,2.37,2.82,0,33.06,34.24,582,0,184,111,240,47,0,31.62,19.07,41.24,8.08,582,111,240,19.07,41.24,5067
"06037551501","Census Tract 5515.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551501","Census Tract 5515.01",,,,1447,30,0,73,28,40,26,91,285,106,399,369,2.07,0,5.04,1.94,2.76,1.8,6.29,19.7,7.33,27.57,25.5,4713,2399,167,48,338,33,1085,643,50.9,3.54,1.02,7.17,0.7,23.02,13.64,670,24,274,202,148,22,3.58,40.9,30.15,22.09,3.28,670,202,148,30.15,22.09,4713
"06037551502","Census Tract 5515.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551502","Census Tract 5515.02",,,,1413,11,15,14,0,56,59,233,156,231,229,409,0.78,1.06,0.99,0,3.96,4.18,16.49,11.04,16.35,16.21,28.95,4517,1511,239,87,370,13,1304,993,33.45,5.29,1.93,8.19,0.29,28.87,21.98,695,0,281,213,190,11,0,40.43,30.65,27.34,1.58,695,213,190,30.65,27.34,4517
"06037551700","Census Tract 5517, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551700","Census Tract 5517",,,,1729,24,0,49,14,71,182,99,279,231,385,395,1.39,0,2.83,0.81,4.11,10.53,5.73,16.14,13.36,22.27,22.85,6286,1205,136,310,290,29,3120,1196,19.17,2.16,4.93,4.61,0.46,49.63,19.03,554,63,172,176,125,18,11.37,31.05,31.77,22.56,3.25,554,176,125,31.77,22.56,6286
"06037551801","Census Tract 5518.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551801","Census Tract 5518.01",,,,963,36,7,7,0,0,0,128,102,180,253,250,3.74,0.73,0.73,0,0,0,13.29,10.59,18.69,26.27,25.96,3315,845,54,45,308,23,1272,768,25.49,1.63,1.36,9.29,0.69,38.37,23.17,377,0,152,86,123,16,0,40.32,22.81,32.63,4.24,377,86,123,22.81,32.63,3315
"06037551802","Census Tract 5518.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551802","Census Tract 5518.02",,,,1392,0,0,66,25,59,27,109,351,373,212,170,0,0,4.74,1.8,4.24,1.94,7.83,25.22,26.8,15.23,12.21,3803,1098,30,36,380,0,1056,1203,28.87,0.79,0.95,9.99,0,27.77,31.63,853,0,168,487,168,30,0,19.7,57.09,19.7,3.52,853,487,168,57.09,19.7,3803
"06037551900","Census Tract 5519, Los Angeles County, California","ca","140","00",,,,"06","037",,,"551900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037551900","Census Tract 5519",,,,1402,0,19,4,25,113,74,111,161,243,115,537,0,1.36,0.29,1.78,8.06,5.28,7.92,11.48,17.33,8.2,38.3,5324,1746,119,0,782,0,1807,870,32.79,2.24,0,14.69,0,33.94,16.34,198,0,49,17,124,8,0,24.75,8.59,62.63,4.04,198,17,124,8.59,62.63,5324
"06037552001","Census Tract 5520.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037552001","Census Tract 5520.01",,,,1007,0,0,0,39,49,64,25,244,129,305,152,0,0,0,3.87,4.87,6.36,2.48,24.23,12.81,30.29,15.09,3853,964,253,90,504,0,1655,387,25.02,6.57,2.34,13.08,0,42.95,10.04,273,0,93,75,74,31,0,34.07,27.47,27.11,11.36,273,75,74,27.47,27.11,3853
"06037552002","Census Tract 5520.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"552002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037552002","Census Tract 5520.02",,,,963,26,44,12,8,0,74,46,64,193,287,209,2.7,4.57,1.25,0.83,0,7.68,4.78,6.65,20.04,29.8,21.7,3391,759,57,66,603,17,1415,474,22.38,1.68,1.95,17.78,0.5,41.73,13.98,533,0,296,96,65,76,0,55.53,18.01,12.2,14.26,533,96,65,18.01,12.2,3391
