Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,LAT,LONG,Cleaned_Address
850 S Crenshaw Blvd,90005.0,5,2016,4.0,44.0,9.09%,Density Bonus,Market Rate Developments,,,101,"204, 309, 407",,,,34.0575989,-118.3209892,850 S Crenshaw Blvd
625 S Barrington Ave,90049.0,11,2016,4.0,46.0,8.70%,Density Bonus,Market Rate Developments,,,,"102, 204, 310, 408",,,,34.0568534,-118.4683299,625 S Barrington Ave
1446 N Tamarind Ave,90028.0,13,2016,5.0,44.0,11.36%,Density Bonus,Market Rate Developments,,"106, 207, 308","201, 409",,,,,33.9058086,-118.2224468,1446 N Tamarind Ave
4505 S Slauson Ave,90230.0,11,2016,2.0,23.0,8.70%,Density Bonus,Market Rate Developments,,"1, 14",,,,,,33.9973383,-118.4133699,4505 S Slauson Ave
1312 W 8th St,90025.0,1,2016,3.0,36.0,8.33%,Density Bonus,Market Rate Developments,,"302, 408",204,,,,,34.0503407,-118.2696226,1312 W 8th St
3550 S Overland Ave,90034.0,5,2016,6.0,60.0,10.00%,Density Bonus,Market Rate Developments,"303, 410, 104",207,"202, 313",,,,,34.0238089,-118.4106615,3550 S Overland Ave
644 N Hobart,90004.0,13,2016,1.0,12.0,8.33%,Density Bonus,Market Rate Developments,,5,,,,,,34.0830081,-118.3055621,644 N Hobart
1070 S Holt Ave,90035.0,5,2016,3.0,29.0,10.34%,Density Bonus,Market Rate Developments,,,,"101, 204, 402",,,,34.0574186,-118.3781103,1070 S Holt Ave
6636 N Irvine Ave,91606.0,2,2016,1.0,6.0,16.67%,Density Bonus,Market Rate Developments,,6,,,,,,34.1913602,-118.385311,6636 N Irvine Ave
3515 W Hyde Park Blvd,90043.0,8,2016,6.0,51.0,11.76%,Density Bonus,Market Rate Developments,,"203, 206, 304, 311, 412, 506",,,,,,33.9690083,-118.3645686,3515 W Hyde Park Blvd
705 S Gayley Ave,90024.0,5,2016,2.0,12.0,16.67%,Density Bonus,Market Rate Developments,,,,"2B, 4B",,,,34.0653924,-118.4482734,705 S Gayley Ave
10534 W. Santa Monica Blvd,90025.0,5,2016,3.0,37.0,8.11%,Density Bonus,Market Rate Developments,304,"102, 206",,,,,,34.0544156,-118.4276895,10534 W. Santa Monica Blvd
11011 W. Otsego St,91601.0,2,2016,20.0,144.0,13.89%,Density Bonus,Market Rate Developments,123,"107, 117, 206, 226, 307, 310, 408, 510, 529","114, 212, 228, 315, 327, 428, 527","102, 220, 302",,,,34.1632385,-118.3712822,11011 W. Otsego St
11828 W. Runnymede,91605.0,2,2016,2.0,26.0,7.69%,Density Bonus,Market Rate Developments,,,308,202,,,,34.2056172,-118.3911077,11828 W. Runnymede
11110 W. Hartsook,91601.0,2,2016,7.0,61.0,11.48%,Density Bonus,Market Rate Developments,514,"102, 113, 406","203, 211, 310",,,,,34.1639602,-118.4750835,11110 W. Hartsook
643 N. Juanita Ave,90004.0,13,2016,1.0,11.0,9.09%,Density Bonus,Market Rate Developments,,,103,,,,,34.0830312,-118.2909665,643 N. Juanita Ave
1947 S. Sawtelle Ave,90025.0,11,2016,8.0,72.0,11.11%,Density Bonus,Market Rate Developments,301,"104, 217, 219, 318, 320, 410",224,,,,,34.041074,-118.4439364,1947 S. Sawtelle Ave
5501 N. Laurel Canyon Blvd,91607.0,2,2016,6.0,46.0,13.04%,Density Bonus,Market Rate Developments,,"103, 202, 313","109, 210, 304",,,,,34.2259821,-118.3978434,5501 N. Laurel Canyon Blvd
7636 N Owensmouth Ave,91304.0,3,2016,2.0,40.0,5.00%,Density Bonus,Market Rate Developments,24,16,,,,,,34.2093301,-118.6011632,7636 N Owensmouth Ave
10748 W Riverside Dr,91602.0,2,2016,1.0,13.0,7.69%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,6,,,,,,34.154216,-118.326101,10748 W Riverside Dr
1806 N. Gramercy Pl.,90028.0,13,2016,1.0,12.0,8.33%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,,,102,,,,34.1037081,-118.3118246,1806 N. Gramercy Pl.
3815 S McLaughlin Ave,90066.0,11,2016,1.0,27.0,3.70%,Other Ordinances Or Discretionary,Market Rate Developments,208,,,,,,,34.0078263,-118.4243938,3815 S McLaughlin Ave
901 S Irolo St,90006.0,10,2016,1.0,32.0,3.13%,Other Ordinances Or Discretionary,Market Rate Developments,,202,,,,,,34.0557494,-118.301231,901 S Irolo St
6200 W Hollywood Blvd,90028.0,13,2016,50.0,497.0,10.06%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.1014901,-118.3245869,6200 W Hollywood Blvd
6928 N Agnes Ave,91605.0,2,2016,1.0,6.0,16.67%,Other Ordinances Or Discretionary,Market Rate Developments,,6,,,,,,34.1539898,-118.3953981,6928 N Agnes Ave
3314 W 17th Dr.,90019.0,10,2016,1.0,6.0,16.67%,Other Ordinances Or Discretionary,Market Rate Developments,,1,,,,,,34.0416354,-118.3207726,3314 W 17th Dr.
5009 1/2 Axtel,90032.0,14,2016,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,5009 1/2,,,,,34.0864064,-118.1734961,5009/2 Axtel
1919 W Court St,90026.0,13,2016,46.0,46.0,100.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.06861,-118.26678,1919 W Court St
2409 E 1st St,90033.0,14,2016,49.0,50.0,98.00%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.043679,-118.2093368,2409 E 1st St
14920 W Astoria St,91342.0,7,2016,100.0,101.0,99.01%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.2955937,-118.4561215,14920 W Astoria St
7860 N Simpson Ave,91605.0,6,2016,49.0,50.0,98.00%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.2135414,-118.3885844,7860 N Simpson Ave
550 W 127th St,90044.0,15,2016,84.0,85.0,98.82%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,33.9172846,-118.2844972,550 W 127th St
14055 W Archwood St,90034.0,2,2016,2.0,36.0,5.56%,Density Bonus,Affordable Housing Trust Fund Projects,,"211, 307",,,,,,34.1930513,-118.4397195,14055 W Archwood St
5525 N Case Ave,91601.0,2,2016,12.0,90.0,13.33%,Density Bonus,Affordable Housing Trust Fund Projects,"102, 111, 217, 302, 418","104, 212, 307, 312, 410, 413",209,,,,,34.17078240000001,-118.372162,5525 N Case Ave
4814 W Oakwood Ave,90004.0,13,2016,1.0,11.0,9.09%,Density Bonus,Affordable Housing Trust Fund Projects,,7,,,,,,34.0769659,-118.3120263,4814 W Oakwood Ave
2645 S Crenshaw Blvd,90006.0,10,2016,8.0,29.0,27.59%,Density Bonus,Affordable Housing Trust Fund Projects,,"204, 207, 303, 310, 411, 513","406, 501",,,,,34.03134470000001,-118.3351219,2645 S Crenshaw Blvd
3411 S. Crenshaw Blvd,90016.0,10,2016,8.0,49.0,16.33%,Density Bonus,Affordable Housing Trust Fund Projects,,"210, 307, 402, 504",203,"308, 411, 508",,,,34.0251483,-118.3351173,3411 S. Crenshaw Blvd
1101 Martin Luther King Jr Blvd,90037.0,8,2016,25.0,26.0,96.15%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.0112975,-118.2943681,1101 Martin Luther King Jr Blvd
1015 W. E Street,90744.0,15,2016,87.0,88.0,98.86%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,33.7704876,-118.2870807,1015 W. E Street
1116 W. D Street,90744.0,15,2016,87.0,88.0,98.86%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,33.7733199,-118.2754932,1116 W. D Street
1077 W. 38th St,90037.0,8,2016,69.0,140.0,49.29%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.0177013,-118.2937286,1077 W. 38th St
2451 Colorado Blvd,90041.0,14,2016,16.0,41.0,39.02%,Density Bonus,Affordable Housing Trust Fund Projects,,"201, 204, 206, 209, 302, 304, 305, 309, 311, 404 ,406, 409, 411, 505, 509, 511","207, 208, 307, 308, 403, 407, 507, 508",210,,,,34.14102099999999,-118.2202154,2451 Colorado Blvd
111 S Lucas Ave,90026.0,1,2016,123.0,125.0,98.40%,Parking Reduction Only (Density Bonus Ordinance),Affordable Housing Trust Fund Projects,,,,,,,,34.0618807,-118.2604631,111 S Lucas Ave
535 W El Segundo Blvd,90248.0,15,2016,74.0,75.0,98.67%,Parking Reduction Only (Density Bonus Ordinance),Affordable Housing Trust Fund Projects,,,,,,,,33.9169373,-118.2846372,535 W El Segundo Blvd
326 S. Reno St.,90057.0,1,2017,6.0,65.0,9.23%,Density Bonus,Market Rate Developments,"102, 213, 402",208,"111, 304",,,,,34.06730270000001,-118.2835149,326 S. Reno St.
1836 N. Sichel St.,90031.0,14,2017,3.0,27.0,11.11%,Density Bonus,Market Rate Developments,,,,"209, 308, 402",,,,34.0651135,-118.2125141,1836 N. Sichel St.
3355 S. Overland Ave.,90064.0,5,2017,4.0,37.0,10.81%,Density Bonus,Market Rate Developments,,,,,,,,34.0266796,-118.413386,3355 S. Overland Ave.
4210 S. Del Rey Ave.,90292.0,11,2017,6.0,68.0,8.82%,Density Bonus,Market Rate Developments,,"312, 408, 504","203, 302, 415",,,,,33.9871478,-118.4436492,4210 S. Del Rey Ave.
5252 N. Willow Crest Ave.,91601.0,2,2017,3.0,25.0,12.00%,Density Bonus,Market Rate Developments,,103,206,305,,,,34.1664033,-118.3618609,5252 N. Willow Crest Ave.
8837 N. Burnet Ave.,91343.0,6,2017,1.0,12.0,8.33%,Density Bonus,Market Rate Developments,,,,108,,,,34.2004009,-118.4623467,8837 N. Burnet Ave.
518 N. Gramercy Pl.,90004.0,13,2017,4.0,51.0,7.84%,Density Bonus,Market Rate Developments,,217,"302, 311",204,,,,34.0809128,-118.3123085,518 N. Gramercy Pl.
933 E. Vernon Ave.,90011.0,9,2017,21.0,21.0,100.00%,Density Bonus,Market Rate Developments,"1, 2, 7, 8, 9, 14, 15, 16, 21","3, 4, 5, 6, 10, 11, 12, 13, 17, 18, 19, 20",,,,,,34.00409370000001,-118.259264,933 E. Vernon Ave.
1846 N. Cherokee Ave.,90028.0,13,2017,3.0,20.0,15.00%,Density Bonus,Market Rate Developments,,,,,,,,34.1045037,-118.3344093,1846 N. Cherokee Ave.
12905 W Landale St.,91604.0,4,2017,2.0,10.0,20.00%,Density Bonus,Market Rate Developments,,D,B,,,,,34.1523618,-118.4141424,12905 W Landale St.
22769 W. Del Valle St.,91364.0,3,2017,2.0,22.0,9.09%,Density Bonus,Market Rate Developments,,202,305,,,,,34.1655084,-118.6226958,22769 W. Del Valle St.
5066 Romaine St.,90029.0,13,2017,1.0,15.0,6.67%,Density Bonus,Market Rate Developments,,5,,,,,,34.0882133,-118.3025365,5066 Romaine St.
150 N. Berendo St.,90004.0,10,2017,2.0,21.0,9.52%,Density Bonus,Market Rate Developments,,104,203,,,,,34.0742593,-118.2938792,150 N. Berendo St.
527 S. Wilton Pl.,90020.0,13,2017,1.0,14.0,7.14%,Density Bonus,Market Rate Developments,,2,,,,,,34.0645042,-118.314421,527 S. Wilton Pl.
644 N. Normandie Ave.,90004.0,13,2017,1.0,12.0,8.33%,Density Bonus,Market Rate Developments,,4,,,,,,34.0825807,-118.3002093,644 N. Normandie Ave.
1440 N. Gordon St.,90028.0,13,2017,5.0,41.0,12.20%,Density Bonus,Market Rate Developments,,"102, 208, 305","201, 401",,,,,34.096906,-118.319793,1440 N. Gordon St.
2441 S. Sepulveda Blvd.,90064.0,5,2017,66.0,595.0,11.09%,Density Bonus,Market Rate Developments,,,,,,,,34.0358135,-118.434533,2441 S. Sepulveda Blvd.
4847 W. Oakwood Ave.,90004.0,13,2017,4.0,49.0,8.16%,Density Bonus,Market Rate Developments,,"209, 408","213, 302",,,,,34.0775707,-118.3129053,4847 W. Oakwood Ave.
957 N. Figueroa Ter.,90012.0,1,2017,1.0,28.0,3.57%,Density Bonus,Market Rate Developments,,,101,,,,,34.0678349,-118.243811,957 N. Figueroa Ter.
338 N. Mariposa Ave.,90064.0,13,2017,1.0,14.0,7.14%,Density Bonus,Market Rate Developments,,,201,,,,,34.0774922,-118.2992955,338 N. Mariposa Ave.
662 S. Kelton Ave.,90024.0,5,2017,1.0,12.0,8.33%,Density Bonus,Market Rate Developments,,,,,,,,34.0650383,-118.4525205,662 S. Kelton Ave.
801 S. Berendo St.,90005.0,10,2017,9.0,98.0,9.18%,Density Bonus,Market Rate Developments,,,,,,,,34.0575188,-118.2942914,801 S. Berendo St.
1011 S. Serrano Ave.,90006.0,10,2017,9.0,104.0,8.65%,Density Bonus,Market Rate Developments,115,"111, 206, 314, 316, 409, 420, 516",208,,,,,34.0520292,-118.3065634,1011 S. Serrano Ave.
1265 S. Sterns Dr.,90035.0,5,2017,5.0,48.0,10.42%,Density Bonus,Market Rate Developments,,,,,,,,34.0526945,-118.3713497,1265 S. Sterns Dr.
1330 S. Federal Ave.,90025.0,11,2017,3.0,36.0,8.33%,Density Bonus,Market Rate Developments,,,,,,,,34.04765500000001,-118.4562408,1330 S. Federal Ave.
4247 N. Eagle Rock Bvld.,90065.0,1,2017,5.0,59.0,8.47%,Density Bonus,Market Rate Developments,,,,,,,,34.1228523,-118.2240625,4247 N. Eagle Rock Bvld.
4920 W. Melrose Ave.,90029.0,13,2017,4.0,45.0,8.89%,Density Bonus,Market Rate Developments,"209, 311","210, 308",,,,,,34.0833299,-118.30758,4920 W. Melrose Ave.
5130 N. Klump Ave.,91601.0,2,2017,25.0,297.0,8.42%,Density Bonus,Market Rate Developments,,"L307, L413, L616, L626, L314, L320, K403, K412, L405, K507, K508, K514, L503, L510, K605, K708","L636, K316, L331, K415, L411, 524",,,,,34.1639241,-118.3751849,5130 N. Klump Ave.
5630 N. Fair Ave.,91601.0,2,2017,2.0,15.0,13.33%,Density Bonus,Market Rate Developments,,,,,,,,34.1730784,-118.3742362,5630 N. Fair Ave.
5842 N. Carlton Way,90028.0,13,2017,2.0,18.0,11.11%,Density Bonus,Market Rate Developments,200,,,,,106,,34.1001337,-118.3173238,5842 N. Carlton Way
12616 W. Vanowen St.,91606.0,2,2017,1.0,6.0,16.67%,Density Bonus,Market Rate Developments,,,,,,,,34.1936637,-118.4079292,12616 W. Vanowen St.
12622 W. Vanowen St.,91606.0,2,2017,1.0,6.0,16.67%,Density Bonus,Market Rate Developments,,,203,,,,,34.1936631,-118.4081442,12622 W. Vanowen St.
218 S. Occidental Blvd.,90057.0,13,2017,11.0,47.0,23.40%,Density Bonus,Market Rate Developments,,"307, 504, 301, 406, 506, 604","203, 208, 403, 408, 601",,,,,34.068522,-118.2811,218 S. Occidental Blvd.
5012 S. Slauson Ave.,90230.0,11,2017,2.0,28.0,7.14%,Density Bonus,Market Rate Developments,,5,11,,,,,33.9946013,-118.407981,5012 S. Slauson Ave.
269 S. Mariposa Ave.,90004.0,10,2017,17.0,121.0,14.05%,Density Bonus,Market Rate Developments,,"207, 216, 305, 308, 311, 402, 406, 507, 519, 616, 618","201, 209, 303, 415, 504",,,,,34.0692679,-118.2994807,269 S. Mariposa Ave.
1127 S. Spaulding Ave.,90019.0,10,2017,1.0,13.0,7.69%,Density Bonus,Market Rate Developments,,,,104,,,,34.0554136,-118.3606245,1127 S. Spaulding Ave.
1650 Sawtelle Blvd.,90025.0,11,2017,4.0,48.0,8.33%,Density Bonus,Market Rate Developments,,,,,,,,34.0460264,-118.4477265,1650 Sawtelle Blvd.
4220 W. Mont Clair St.,90018.0,10,2017,4.0,46.0,8.70%,Density Bonus,Market Rate Developments,,,,,,,,34.0317528,-118.3322255,4220 W. Mont Clair St.
4522 W. Lexington Ave.,90029.0,13,2017,1.0,9.0,11.11%,Density Bonus,Market Rate Developments,,,4,,,,,34.0932913,-118.2874572,4522 W. Lexington Ave.
5773 W. Olympic Blvd.,90036.0,5,2017,1.0,11.0,9.09%,Density Bonus,Market Rate Developments,,,,,,,,34.0577731,-118.3554266,5773 W. Olympic Blvd.
14828 Rayen St.,91402.0,6,2017,1.0,14.0,7.14%,Density Bonus,Market Rate Developments,,,,206,,,,34.2316624,-118.4561514,14828 Rayen St.
178 N. Alexandria Ave.,90004.0,10,2017,1.0,14.0,7.14%,Density Bonus,Market Rate Developments,,7,,,,,,34.0750285,-118.2982111,178 N. Alexandria Ave.
849 N. Bunker Hill Ave.,90012.0,1,2017,2.0,37.0,5.41%,Density Bonus,Market Rate Developments,,406,201,,,,,34.0644344,-118.2425982,849 N. Bunker Hill Ave.
1233 N. Highland Ave.,90038.0,13,2017,8.0,72.0,11.11%,Density Bonus,Market Rate Developments,,,,,,,,34.0935297,-118.338809,1233 N. Highland Ave.
1502 W. Rockwood St.,90026.0,13,2017,4.0,40.0,10.00%,Density Bonus,Market Rate Developments,,,,,,,,34.0628479,-118.2599483,1502 W. Rockwood St.
1515 S. Holt Ave.,90035.0,5,2017,2.0,21.0,9.52%,Density Bonus,Market Rate Developments,,,,,,,,34.0509013,-118.3791233,1515 S. Holt Ave.
1755 N. Canyon Dr.,90028.0,13,2017,2.0,14.0,14.29%,Density Bonus,Market Rate Developments,,202,301,,,,,34.1032451,-118.3171656,1755 N. Canyon Dr.
2600 W. San Marino St.,90006.0,1,2017,4.0,31.0,12.90%,Density Bonus,Market Rate Developments,,,,,,,,34.05492,-118.28441,2600 W. San Marino St.
3638 S. Motor Ave.,90034.0,5,2017,4.0,49.0,8.16%,Density Bonus,Market Rate Developments,,"209, 212, 303, 410",,,,,,34.024122,-118.4063027,3638 S. Motor Ave.
3643 S. Empire Dr.,90034.0,5,2017,1.0,8.0,12.50%,Density Bonus,Market Rate Developments,,202,,,,,,34.0253117,-118.4038869,3643 S. Empire Dr.
5536 N. Fulcher Ave.,91601.0,2,2017,3.0,36.0,8.33%,Density Bonus,Market Rate Developments,,"202, 405",308,,,,,34.171084,-118.3727759,5536 N. Fulcher Ave.
5548 N. Elmer Ave.,91601.0,2,2017,2.0,15.0,13.33%,Density Bonus,Market Rate Developments,,"6, 11",,,,,,34.1713649,-118.3761675,5548 N. Elmer Ave.
6630 W. Sunset Blvd.,90028.0,13,2017,4.0,40.0,10.00%,Density Bonus,Market Rate Developments,"306, 407","103, 202",,,,,,34.0978256,-118.3343468,6630 W. Sunset Blvd.
7077 W. Willoughby Ave.,90038.0,13,2017,14.0,169.0,8.28%,Density Bonus,Market Rate Developments,"425, 522, 534, 544, 705, 730, 643","204, 415, 437, 614, 636, 746",445,,,,,34.08719749999999,-118.3435665,7077 W. Willoughby Ave.
7639 N. Van Nuys Blvd.,91405.0,6,2017,4.0,36.0,11.11%,Density Bonus,Market Rate Developments,,305,"208, 403, 507",,,,,34.2120075,-118.4491617,7639 N. Van Nuys Blvd.
11408 W. Sarah St.,91601.0,2,2017,1.0,10.0,10.00%,Density Bonus,Market Rate Developments,,204,,,,,,34.1548175,-118.3486405,11408 W. Sarah St.
18535 W. Burbank Blvd.,91356.0,3,2017,1.0,13.0,7.69%,Density Bonus,Market Rate Developments,,201,,,,,,34.1725221,-118.6446463,18535 W. Burbank Blvd.
1745 N. Western Ave.,90027.0,13,2017,3.0,24.0,12.50%,Density Bonus,Market Rate Developments,,B308,A304,C203,,,,34.10314,-118.3096797,1745 N. Western Ave.
11050 W. Hartsook St.,91601.0,2,2017,3.0,48.0,6.25%,Density Bonus,Market Rate Developments,,,,,,,,34.1639602,-118.4750835,11050 W. Hartsook St.
5628 W. Harold Way,90028.0,13,2017,2.0,13.0,15.38%,Density Bonus,Market Rate Developments,9,,8,,,,,34.0987315,-118.312376,5628 W. Harold Way
11036 W. Moorpark St.,91602.0,2,2017,8.0,96.0,8.33%,Density Bonus,Market Rate Developments,,,"201, 216, 222, 307, 313, 324, 403, 415",,,,,34.1498415,-118.3718053,11036 W. Moorpark St.
714 N. Sweetzer Ave.,90069.0,5,2017,2.0,26.0,7.69%,Density Bonus,Market Rate Developments,,3,11,,,,,34.0842098,-118.3699549,714 N. Sweetzer Ave.
820 W. Colden Ave.,90044.0,8,2017,2.0,9.0,22.22%,Density Bonus,Market Rate Developments,,,,,,,,33.9489463,-118.2901892,820 W. Colden Ave.
7000 W. Melrose Ave.,90038.0,5,2017,4.0,40.0,10.00%,Density Bonus,Market Rate Developments,,"207, 308, 318",220,,,,,34.0851949,-118.3070164,7000 W. Melrose Ave.
11433 W. Albers St.,91601.0,2,2017,6.0,59.0,10.17%,Density Bonus,Market Rate Developments,,"105, 110, 214, 309, 415",114,,,,,34.1707134,-118.3802691,11433 W. Albers St.
10718 W. Acama St.,91602.0,2,2017,1.0,7.0,14.29%,Density Bonus,Market Rate Developments,,,,,,,,34.1456177,-118.3637744,10718 W. Acama St.
13448 W. Beach Ave.,90292.0,11,2017,23.0,228.0,10.09%,Density Bonus,Market Rate Developments,"B310, B408, E309, E504","A304, A305, A402, A403, A506, B503, C411, C414, C509, D305, D407, D509, E307, F301","C302, C310, C510, E202, F405",,,,,33.9702223,-118.3613688,13448 W. Beach Ave.
1446 N. Detroit St.,90046.0,13,2017,7.0,60.0,11.67%,Density Bonus,Market Rate Developments,,,,,,,,34.09751,-118.34507,1446 N. Detroit St.
1718 N. Las Palmas Ave.,90028.0,13,2017,24.0,224.0,10.71%,Density Bonus,Market Rate Developments,"134, 238, 306, 322, 410, 434, 519, 532, 608, 629","108, 128, 216, 221, 315, 341, 403, 439, 501, 510, 604, 613",115,,,,,34.1025063,-118.3360462,1718 N. Las Palmas Ave.
1481 S. Shenandoah St.,90035.0,5,2017,1.0,11.0,9.09%,Density Bonus,Market Rate Developments,,104,,,,,,34.052048,-118.3822314,1481 S. Shenandoah St.
1250 S. Westmoreland Ave.,90006.0,1,2017,92.0,93.0,98.92%,Density Bonus,Market Rate Developments,,,,,,,,34.0479091,-118.288766,1250 S. Westmoreland Ave.
525 N. Wilton Place.,90004.0,13,2017,8.0,88.0,9.09%,Density Bonus,Market Rate Developments,,"214, 308","210, 215, 303, 318, 416, 420",,,,,34.08111,-118.3137977,525 N. Wilton Place.
323 N. Avenue 50,90042.0,1,2017,1.0,8.0,12.50%,Density Bonus,Market Rate Developments,,8,,,,,,33.7907058,-118.2669724,323 N. Avenue
2140 S. Butler Ave.,90025.0,11,2017,7.0,77.0,9.09%,Density Bonus,Market Rate Developments,210,"304, 305, 514, 605","212, 409",,,,,33.8814225,-118.1964519,2140 S. Butler Ave.
6226 N. Colfax Ave.,91606.0,2,2017,4.0,41.0,9.76%,Density Bonus,Market Rate Developments,,,,"2-4, 2-7, 3-5, 3-10",,,,34.1838589,-118.3874186,6226 N. Colfax Ave.
5342 W. Fountain Ave.,90029.0,13,2017,1.0,15.0,6.67%,Density Bonus,Market Rate Developments,,204,,,,,,34.0947459,-118.3061702,5342 W. Fountain Ave.
1244 W. 39th St.,90037.0,8,2017,4.0,13.0,30.77%,Density Bonus,Market Rate Developments,,"1A, 4A","2C, 3B",,,,,34.0151259,-118.2988295,1244 W. 39th St.
1301 S. Westgate Ave.,90025.0,11,2017,2.0,27.0,7.41%,Density Bonus,Market Rate Developments,,,,"105, 206",,,,34.0451797,-118.4618008,1301 S. Westgate Ave.
1315 W. Florence Ave.,90044.0,8,2017,20.0,20.0,100.00%,Density Bonus,Market Rate Developments,,,,,,,,33.974856,-118.298633,1315 W. Florence Ave.
835 Brooks Ave.,90291.0,11,2017,1.0,2.0,50.00%,Density Bonus,Market Rate Developments,,833,,,,,,33.9983986,-118.4636116,835 Brooks Ave.
4909 W. Rosewood Ave.,90004.0,13,2017,2.0,26.0,7.69%,Density Bonus,Market Rate Developments,,,206,102,,,,34.0797279,-118.3116485,4909 W. Rosewood Ave.
6500 N. Sepulveda Blvd.,91411.0,11,2017,7.0,160.0,4.38%,Density Bonus,Market Rate Developments,,"214, 310, 525, 630","207, 327, 432",,,,,34.2053465,-118.4656399,6500 N. Sepulveda Blvd.
1919 S. Western Ave.,90018.0,10,2017,2.0,22.0,9.09%,Density Bonus,Market Rate Developments,,303,208,,,,,34.0392026,-118.3091967,1919 S. Western Ave.
6677 W. Santa Monica Blvd.,90038.0,13,2017,31.0,695.0,4.46%,Density Bonus,Market Rate Developments,,,,,,,,34.0911056,-118.3359734,6677 W. Santa Monica Blvd.
845 S. St. Andrews Place,90005.0,5,2017,1.0,14.0,7.14%,Density Bonus,Market Rate Developments,,"203, 304, 402",,,,,,34.05673170000001,-118.3114649,845 S. St. Andrews Place
1051 S. Corning St.,90035.0,5,2017,2.0,19.0,10.53%,Density Bonus,Market Rate Developments,,,,,,,,34.0578388,-118.3776081,1051 S. Corning St.
1545 S. Fairfax Ave.,90019.0,10,2017,1.0,10.0,10.00%,Density Bonus,Market Rate Developments,,,,203,,,,34.0484018,-118.3676916,1545 S. Fairfax Ave.
3160 W. Riverside Dr.,90027.0,4,2017,4.0,65.0,6.15%,Density Bonus,Market Rate Developments,"205, 217","207, 310",,,,,,34.1515808,-118.3335482,3160 W. Riverside Dr.
3672 S. Jasmine Ave.,90034.0,5,2017,2.0,17.0,11.76%,Density Bonus,Market Rate Developments,,,,,,,,34.0243915,-118.4036222,3672 S. Jasmine Ave.
3815 W. Ave 43,90041.0,1,2017,2.0,28.0,7.14%,Density Bonus,Market Rate Developments,,3,22,,,,,34.3123172,-118.4816555,3815 W. Ave
4807 W. Elmwood Ave.,90004.0,13,2017,1.0,13.0,7.69%,Density Bonus,Market Rate Developments,,301,,,,,,34.168808,-118.3098034,4807 W. Elmwood Ave.
5240 W. Virginia Ave.,90029.0,13,2017,2.0,14.0,14.29%,Density Bonus,Market Rate Developments,,,221-V,125-V,,,,34.0916957,-118.3039433,5240 W. Virginia Ave.
5261 N. Harmony Ave.,91601.0,2,2017,2.0,12.0,16.67%,Density Bonus,Market Rate Developments,,"102, 201",,,,,,34.1666578,-118.3668075,5261 N. Harmony Ave.
7043 N. Jordan Ave.,91303.0,3,2017,3.0,33.0,9.09%,Density Bonus,Market Rate Developments,,408,306,202,,,,34.1973966,-118.6028709,7043 N. Jordan Ave.
15322 W. Hart St.,91406.0,6,2017,2.0,11.0,18.18%,Density Bonus,Market Rate Developments,,,303,201,,,,34.1973486,-118.4671666,15322 W. Hart St.
11612 W. Culver Blvd.,90066.0,11,2017,4.0,40.0,10.00%,Density Bonus,Market Rate Developments,311,"202, 208, 405",,,,,,33.9989741,-118.4142511,11612 W. Culver Blvd.
3022 ½ N. Coolidge Ave,90039.0,13,2017,2.0,30.0,6.67%,Density Bonus,Market Rate Developments,,,,,,,,34.1033067,-118.2458349,3022 ½ N. Coolidge Ave
1503 W. 206th St.,90501.0,15,2017,1.0,10.0,10.00%,Density Bonus,Market Rate Developments,10,,,,,,,33.844088,-118.3042932,1503 W. 206th St.
1226 S. Bedford St.,90035.0,5,2017,2.0,20.0,10.00%,Density Bonus,Market Rate Developments,,,,"203, 304",,,,34.0549859,-118.3802063,1226 S. Bedford St.
1233 S. Dunsmuir Ave.,90019.0,10,2017,1.0,14.0,7.14%,Density Bonus,Market Rate Developments,,302,,,,,,34.0521058,-118.3526157,1233 S. Dunsmuir Ave.
718 N. Hudson Ave.,90038.0,13,2017,2.0,23.0,8.70%,Density Bonus,Market Rate Developments,,,,,,,,34.0840698,-118.3318222,718 N. Hudson Ave.
3647 S. Hughes Ave.,90034.0,5,2017,1.0,8.0,12.50%,Density Bonus,Market Rate Developments,,202,,,,,,34.0264116,-118.4014758,3647 S. Hughes Ave.
5151 W. Romaine St.,90029.0,13,2017,75.0,76.0,98.68%,Density Bonus,Market Rate Developments,,,,,,,,34.0887917,-118.3039375,5151 W. Romaine St.
